Timestamp,Are you employed?,What is your job?,How many people are in your house?,What is your personal income?,What is your total household income?,What categories of income do you currently have?,If u said other please mention what it was,Do you have a vehicle/s?,Do you live alone and cover your own expenses?,"If you live alone, How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly","If you live alone, How much do you spend on basic needs monthly?",If you live with family How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly,If you live with family How much do you spend on basic needs monthly?,Do you have any issues in handling your income and expenses? If so please mention. ,How much do you save monthly?,How much do you want to save monthly ( could be different from what you actually save),Age,savings_ratio,financial_priority,detailed_advice,optimal_saving  ,"optimal_saving,suitable_investment_type,suitable_equity_allocation"
30/12/2024 12:44:07,0,Senior insurance Executive,3,180000,750000,Salary,,Yes,No,,"90,000",10 000,"130,000",No,60000,"30,000",21,0.3333333333333333,General Finance,Consult a financial advisor,,
4/1/2025 23:10,1,Management assistant,2,150000,160000,Salary,pension,Yes,No,,"90,000",15000,130000,No,47000,"200,000",30,0.31333333333333335,General Finance,Consult a financial advisor,,
30/12/2024 12:59:20,1,mason,3,160000,600000,"Salary, Self-owned business",pension,Yes,No,,"90,000",10 000,180 000,No,180000,"90,000",54,1.125,General Finance,Consult a financial advisor,,
29/12/2024 17:00:56,0,Personal Manager,3,170000,190000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,,22 000,"80,000",No,50000,65 000,46,0.29411764705882354,General Finance,Consult a financial advisor,,
4/1/2025 23:06,0,none,2,75000,350000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",12 000,190000,No,45000,500000,30,0.6,General Finance,Consult a financial advisor,,
4/1/2025 22:30,1,contract construction worker,3,170000,180 000,"Salary, Pension",pension,Yes,No,,"90,000","22,000","80,000",No,50000,"50,000",45,0.29411764705882354,General Finance,Consult a financial advisor,,
29/12/2024 17:15:36,0,Housewife,3,160000,"35,000","Freelancing, Brand endorsements",pension,Yes,No,,"90,000",10 000,65000,No,50000,"80,000",44,0.3125,General Finance,Consult a financial advisor,,
4/1/2025 23:10,1,Retired,4,80000,270000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",22000,"80,000",No,120000,"20,000",42,1.5,General Finance,Consult a financial advisor,,
30/12/2024 12:59:20,0,Project manager,4,1500000,350000,"Salary, Commission",pension,Yes,No,,"90,000",14000,80 000,No,40000,"70,000",31,0.026666667,General Finance,Consult a financial advisor,,
30/12/2024 13:03:19,1,Complaints Dept. Clerk,2,15000,430000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,8000,"90,000",110000,"180,000",No,400000,60 000,45,26.666666666666668,General Finance,Consult a financial advisor,,
29/12/2024 17:15:36,1,Tyre Fitter,3,120000,90 000,"Investments (fixed deposits, stocks etc), Salary",,Yes,No,,"90,000",22000,180 000,No,60000,"90,000",48,0.5,General Finance,Consult a financial advisor,,
29/12/2024 17:00:56,1,Vehicle Body Repairer,3,300000,"200,000","Salary, Pension",pension,Yes,No,,"90,000","12,000",180 000,No,50000,25000,53,0.16666666666666666,General Finance,Consult a financial advisor,,
5/1/2025 0:09,0,Technical officer,3,280000,130 000,"Salary, Pension",pension,Yes,No,,"90,000",,150000,No,40000,"200,000",32,0.14285714285714285,General Finance,Consult a financial advisor,,
,0,Key Account Manager,3,130000,240 000,"Salary, Commission, Investments",Corporate deals,Yes,No,,,30 000,150 000,No,60000,90 000,56,0.46153846153846156,General Finance,Consult a financial advisor,,
30/12/2024 12:23:07,0,Senior project Manager,4,50000,80 000,"Salary, Pension",pension,Yes,No,,"90,000",10 000,90 000,No,47000,"90,000",53,0.94,General Finance,Consult a financial advisor,,
4/1/2025 23:39,0,Banking officer,4,70000,370000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",7000,,No,47000,150000,40,0.6714285714285714,General Finance,Consult a financial advisor,,
30/12/2024 12:59:20,0,Chemical Engineer,3,140000,75000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",16000,160000,No,200000,80 000,43,1.4285714285714286,General Finance,Consult a financial advisor,,
4/1/2025 23:06,0,Diagnostic Technician,3,1500000,170 000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",18 000,130000,No,45000,"90,000",54,0.03,General Finance,Consult a financial advisor,,
30/12/2024 12:37:56,0,,4,130000,1800000,"Salary, Commission, Investments",pension,Yes,No,,"90,000","10,000",150000,No,47000,"70,000",26,0.36153846153846153,General Finance,Consult a financial advisor,,
4/1/2025 22:47,0,E-Commerce Manager,4,130000,130 000,Salary,pension,Yes,No,,"90,000","15,000","120,000",No,400000,"50,000",49,3.076923076923077,General Finance,Consult a financial advisor,,
29/12/2024 17:12:56,0,,4,100000,"300,000","Salary, Investments, Rental income",pension,Yes,No,,"90,000",10 000,80000,No,60000,"90,000",58,0.6,General Finance,Consult a financial advisor,,
30/12/2024 13:03:19,1,contract construction worker,4,130000,230000,Salary,,Yes,No,,"90,000",10 000,"130,000",No,130000,170000,45,1,General Finance,Consult a financial advisor,,
30/12/2024 12:37:56,0,Store keeper,4,80000,"200,000","Investments (fixed deposits, stocks etc), Salary",Wedding photography,Yes,No,,"20,000",10 000,190000,No,5000,70000,35,0.0625,General Finance,Consult a financial advisor,,
4/1/2025 23:10,1,Cleark (Government),6,160000,"140,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000","22,000",130 000,No,50000,80 000,30,0.3125,General Finance,Consult a financial advisor,,
13/12/2024 14:40:24,0,Technologist,2,140000,230000,"Salary, Self-owned business",pension,Yes,No,,"90,000",22 000,120 000,No,55000,"90,000",27,0.39285714285714285,General Finance,Consult a financial advisor,,
30/12/2024 12:26:16,0,retail store,5,140000,"260,000","Salary, Investments, Freelancing",pension,Yes,No,,"90,000","10,000","200,000",No,50000,"90,000",23,0.35714285714285715,General Finance,Consult a financial advisor,,
10/1/2025 19:40,1,Chemist,2,160000,"260,000","Salary, Commission, Investments",Supplier deals,Yes,No,,"90,000",18000,140000,no,500000,180000,24,3.125,General Finance,Consult a financial advisor,,
30/12/2024 12:48:25,0,storekeeper,3,15000,150 000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,,18000,75000,No,47000,65 000,52,3.1333333333333333,General Finance,Consult a financial advisor,,
30/12/2024 12:26:16,1,Buying Agent,2,75000,450000,"Salary, Commission",,Yes,No,,"90,000","15,000",140 000,No,500000,40000,49,6.666666666666667,General Finance,Consult a financial advisor,,
30/12/2024 12:44:07,0,Technologist,2,1500000,350000,"Salary, Investments, Rental income",pension,Yes,No,,,"10,000",240000,No,150000,"90,000",56,0.1,General Finance,Consult a financial advisor,,
30/12/2024 12:23:07,0,senior graduate teacher,3,200000,40 000,"Salary, Investments, Self-owned business",Crop sales,Yes,No,,"90,000",10 000,200000,Yes,50000,60 000,24,0.25,General Finance,Consult a financial advisor,,
29/12/2024 17:12:56,1,Stock Broker,2,160000,675000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,"90,000",100000,140 000,No,60000,40000,31,0.375,General Finance,Consult a financial advisor,,
4/1/2025 23:46,1,none,3,160000,"130,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,Yes,,,15000,150 000,No,25000,50 000,32,0.15625,General Finance,Consult a financial advisor,,
10/1/2025 19:40,1,Deputy Shop Manager,3,120000,900000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,"90,000",10 000,150000,No,65000,"90,000",26,0.5416666666666666,General Finance,Consult a financial advisor,,
30/12/2024 12:48:25,0,Material technician,3,140000,500 000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,No,No,,"90,000",13000,"90,000",No,500000,60000,45,3.5714285714285716,General Finance,Consult a financial advisor,,
30/12/2024 12:37:56,0,Tyre Fitter,4,600000,220 000,"Freelancing, Brand endorsements",pension,Yes,No,,"90,000",13000,80000,No,50000,90 000,35,0.083333333,General Finance,Consult a financial advisor,,
30/12/2024 12:59:20,0,Electrical Engineering Tech,2,150000,"220,000","Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,8000,"90,000",13000,"180,000",No,50000,300000,52,0.3333333333333333,General Finance,Consult a financial advisor,,
4/1/2025 22:30,1,Senior project Manager,2,70000,"40,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000","18,000",85000,yes,500000,"8,000",42,7.142857142857143,General Finance,Consult a financial advisor,,
10/1/2025 20:14,1,Supervisor,4,150000,370000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,"90,000","20,000",150 000,No,80000,280 000,20,0.5333333333333333,General Finance,Consult a financial advisor,,
4/1/2025 23:10,0,Finance Manager,2,270000,280000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",100000,"140,000",No,30000,"15,000",29,0.1111111111111111,General Finance,Consult a financial advisor,,
29/12/2024 17:12:56,0,Window Dresser,4,250000,260000,"Salary, Freelancing",pension,Yes,No,,"90,000",10 000,180000,No,55000,"60,000",38,0.22,General Finance,Consult a financial advisor,,
5/1/2025 0:25,0,Retired,4,300000,450000,"Salary, Pension",Supplier deals,Yes,No,8000,,20000,120 000,No,60000,"200,000",57,0.2,General Finance,Consult a financial advisor,,
4/1/2025 23:53,0,Internal Auditor,3,110000,380000,"Salary, Investments",,Yes,No,,"90,000",13000,120 000,No,2000,65000,23,0.018181818,General Finance,Consult a financial advisor,,
30/12/2024 13:03:19,1,Management assistant,2,35000,"400,000","Salary, Pension",,No,Yes,,,12 000,150000,No,140000,20000,46,4,General Finance,Consult a financial advisor,,
4/1/2025 23:10,0,Internal Auditor,5,270000,160000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",15 000,"160,000",No,45000,"60,000",56,0.16666666666666666,General Finance,Consult a financial advisor,,
30/12/2024 12:26:16,1,software engineer,4,140000,150000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",10 000,180 000,No,45000,"25,000",28,0.32142857142857145,General Finance,Consult a financial advisor,,
30/12/2024 12:30:37,1,Retired,4,80000,140 000,"Freelancing, Brand endorsements",pension,Yes,Yes,,"90,000","20,000",140 000,No,400000,20000,38,5,General Finance,Consult a financial advisor,,
30/12/2024 12:48:25,0,IT Manager,5,150000,"180,000","Salary, Pension",pension,Yes,No,,"90,000",14000,"220,000",No,45000,280 000,50,0.3,General Finance,Consult a financial advisor,,
30/12/2024 12:59:20,0,Businessman,2,180000,280000,"Salary, Pension",pension,Yes,No,,"90,000",30000,"150,000",No,15000,"60,000",36,0.083333333,General Finance,Consult a financial advisor,,
4/1/2025 23:39,0,software engineer,1,180000,"200,000","Salary, Commission, Investments",,Yes,No,,"90,000",10 000,"50,000",No,150000,"200,000",59,0.8333333333333334,General Finance,Consult a financial advisor,,
30/12/2024 12:37:56,1,Supervisor,4,85000,"450,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,Yes,,,"10,000",65000,No,45000,50000,50,0.5294117647058824,General Finance,Consult a financial advisor,,
5/1/2025 0:25,0,Senior project Manager,1,130000,"160,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,Yes,,"90,000",10 000,"80,000",yes,35000,"60,000",59,0.2692307692307692,General Finance,Consult a financial advisor,,
29/12/2024 17:00:56,1,small grocery shop,4,15000,140000,"Salary, Investments, Self-owned business",,Yes,Yes,,"90,000",10 000,200000,No,1000000,"75,000",30,66.66666666666667,General Finance,Consult a financial advisor,,
30/12/2024 13:03:19,1,trainee merchandiser,3,65000,"140,000","Salary, Commission",,Yes,No,,"90,000",10000,150 000,No,45000,"150,000",40,0.6923076923076923,General Finance,Consult a financial advisor,,
4/1/2025 23:06,0,Mechanical Engineer,3,150000,400000,Salary,Theater gigs,No,No,,"90,000",10 000,85000,No,35000,500000,54,0.23333333333333334,General Finance,Consult a financial advisor,,
30/12/2024 12:44:07,0,Material Engineer,2,150000,"240,000","Investments (fixed deposits, stocks etc), Salary",,No,No,,"90,000","10,000",150000,No,5000,40000,22,0.033333333,General Finance,Consult a financial advisor,,
30/12/2024 12:30:37,0,Receptionist,4,120000,240 000,"Salary, Commission",pension,No,No,,"90,000",13000,"90,000",No,90000,80 000,51,0.75,General Finance,Consult a financial advisor,,
27/12/2024 20:54:54,1,Compliance Specialist,4,200000,140000,"Salary, Investments, Rental income",pension,Yes,No,,"90,000",18000,"150,000",No,5000,60 000,26,0.025,General Finance,Consult a financial advisor,,
4/1/2025 23:06,0,contract construction worker,4,130000,160 000,"Salary, Pension",Supplier deals,Yes,No,8000,"90,000",14000,150000,No,60000,"8,000",27,0.46153846153846156,General Finance,Consult a financial advisor,,
30/12/2024 12:44:07,0,IT Manager,3,130000,"180,000","Freelancing, Brand endorsements",pension,Yes,No,,15000,100000,225000,No,40000,65 000,52,0.3076923076923077,General Finance,Consult a financial advisor,,
4/1/2025 23:53,0,Customer Rel. Manager,3,75000,160 000,"Salary, Freelancing",,Yes,Yes,,"90,000",18 000,170000,no,500000,"60,000",58,6.666666666666667,General Finance,Consult a financial advisor,,
4/1/2025 23:39,1,Chemist,3,170000,"250,000","Salary, Commission, Investments",pension,Yes,No,,"25,000","10,000",120000,No,15000,80 000,57,0.088235294,General Finance,Consult a financial advisor,,
,0,Photographer,3,80000,"180,000","Self-owned business, Freelancing",Wedding photography,Yes,No,,,"18,000","100,000",No,35000,"60,000",24,0.4375,General Finance,Consult a financial advisor,,
5/1/2025 0:09,0,Structural design engineer,2,160000,"400,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000","20,000","75,000",No,45000,"60,000",43,0.28125,General Finance,Consult a financial advisor,,
30/12/2024 12:30:37,0,Finance Manager,3,1500000,200000,"Investments (fixed deposits, stocks etc), Salary",pension,No,No,,"90,000",18000,150 000,Difficulty in saving,60000,280 000,57,0.04,General Finance,Consult a financial advisor,,
30/12/2024 12:48:25,0,Lawer,2,160000,"200,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000","18,000","90,000",No,300000,25000,44,1.875,General Finance,Consult a financial advisor,,
27/12/2024 20:51:36,0,,2,110000,"35,000",Freelancing,pension,Yes,No,,"90,000",10 000,"160,000",No,75000,"90,000",50,0.6818181818181818,General Finance,Consult a financial advisor,,
30/12/2024 12:23:07,0,,3,150000,200000,"Salary, Pension",pension,Yes,No,,"90,000","12,000",170000,No,60000,"90,000",57,0.4,General Finance,Consult a financial advisor,,
4/1/2025 23:06,0,Sales representative,4,130000,160 000,Salary,,Yes,No,6 000,"90,000",10 000,"180,000",No,30000,30 000,22,0.23076923076923078,General Finance,Consult a financial advisor,,
30/12/2024 12:30:37,0,E-Commerce Specialist,4,120000,170000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000",12000,75000,No,65000,"60,000",48,0.5416666666666666,General Finance,Consult a financial advisor,,
4/1/2025 22:30,0,Supervisor,3,160000,150000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000","10,000","150,000",No,1000000,25000,30,6.25,General Finance,Consult a financial advisor,,
29/12/2024 17:12:56,1,Maintenance Engineer,2,140000,1800000,"Salary, Investments, Commission",pension,Yes,No,,"90,000",10 000,"150,000",No,5000,30 000,27,0.035714286,General Finance,Consult a financial advisor,,
4/1/2025 23:46,0,Senior insurance Executive,2,140000,"100,000","Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000",25 000,150 000,No,45000,170000,26,0.32142857142857145,General Finance,Consult a financial advisor,,
30/12/2024 12:44:07,0,Dancer,3,15000,"280,000","Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000","20,000",130000,No,5000,"85,000",44,0.3333333333333333,General Finance,Consult a financial advisor,,
30/12/2024 12:23:07,0,Workshop manager,4,140000,200000,"Salary, Pension",,Yes,No,,"90,000",10 000,"150,000",No,60000,"90,000",24,0.42857142857142855,General Finance,Consult a financial advisor,,
30/12/2024 12:48:25,0,Varnisher,4,130000,"160,000","Salary, Freelancing",pension,Yes,No,,"90,000",18 000,180000,no,5000,70 000,26,0.038461538461538464,General Finance,Consult a financial advisor,,
30/12/2024 12:30:37,0,Forman (Government),4,120000,270000,"Freelancing, Brand endorsements",,Yes,No,,"90,000",110000,80000,No,5000,"90,000",30,0.041666666666666664,General Finance,Consult a financial advisor,,
4/1/2025 23:39,0,Sales Manager,2,1500000,"300,000","Salary, Investments, Self-owned business",,Yes,Yes,8000,60000,25 000,85 000,No,45000,40000,22,0.03,General Finance,Consult a financial advisor,,
