Age,Are you employed?,Do you have a vehicle/s?,Do you have any issues in handling your income and expenses? If so please mention.,Do you live alone and cover your own expenses?,How many people are in your house?,How much do you save monthly?,How much do you want to save monthly ( could be different from what you actually save),If u said other please mention what it was,"If you live alone, How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly","If you live alone, How much do you spend on basic needs monthly?",If you live with family How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly,If you live with family How much do you spend on basic needs monthly?,Investment type,Risk_proxy_returns,Savings_Ratio,Timestamp,Unnamed: 21,What categories of income do you currently have?,What is your job?,What is your personal income?,What is your total household income?,detailed_advice,financial_priority,investment_advice_1,investment_advice_2,investment_advice_avoid
32,1,Yes,No,no,3,5000,"90,000",pension,,,59000.0,236000.0,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",0.016949153,1.666666667,30/12/2024 12:23,,"Freelancing, Brand endorsements",Store keeper,250000,300000,Consult a financial advisor,General Finance,Diversify with Mutual Funds,Real Estate Trusts,Avoid Overlapping Insurance-Investments
39,0,Yes,No,no,4,228000,280 000,,,,64000.0,308000.0,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",0.612903226,38.0,29/12/2024 17:12,,"Salary, Investments, Commission",,600000,600000,Consult a financial advisor,General Finance,Invest in Blue Chip Stocks,Peer-to-Peer Lending,Don't Invest on Borrowed Money
58,1,Yes,No,no,4,98500,"90,000",pension,,,57000.0,94500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.650165017,39.4,27/12/2024 20:51,,"Investments (fixed deposits, stocks etc), Salary",Structural design engineer,130000,250000,Consult a financial advisor,General Finance,Open a Forex Account,Dividend-paying Stocks,Avoid Overlapping Insurance-Investments
55,1,Yes,No,no,3,7000,"8,000",,,,27000.0,231000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.027131783,2.641509434,10/01/2025 19:40,,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",Forman (Government),200000,265000,Consult a financial advisor,General Finance,Conservative Hybrid Funds,Balanced Mutual Funds,Don't Chase Unrealistic Returns
38,1,Yes,No,no,2,52000,"80,000",,,,71000.0,117000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.276595745,21.66666667,10/01/2025 19:40,,"Salary, Investments, Self-owned business",Window Dresser,140000,240000,Consult a financial advisor,General Finance,Open High-Yield Savings Account,Precious Metal Mutual Funds,Don't Skip Retirement Planning
55,1,Yes,No,no,3,61000,"80,000",,,,17000.0,92000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.559633028,35.88235294,30/12/2024 12:30,,"Salary, Self owned unofficial business (car rentals, house rentals etc)",Management assistant,140000,170000,Consult a financial advisor,General Finance,Start Emergency Fund,Start ESG Investment,Avoid Ignoring Fees
28,1,Yes,No,no,2,56500,"70,000",pension,,,12000.0,101500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.497797357,33.23529412,10/01/2025 19:40,,"Freelancing, Brand endorsements",Varnisher,110000,170000,Consult a financial advisor,General Finance,Diversify with Mutual Funds,Try Crowdfunding Platforms,Don't Skip Retirement Planning
58,0,Yes,No,no,3,12500,60 000,,,,19500.0,98000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.106382979,9.615384615,10/01/2025 19:40,,"Salary, Freelancing",,110000,130000,Consult a financial advisor,General Finance,Buy ETFs,Precious Metal Mutual Funds,Avoid Undocumented Assets
43,1,Yes,No,no,2,46500,30 000,,,,19500.0,54000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.632653061,38.75,30/12/2024 12:48,,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",senior chemist,120000,120000,Consult a financial advisor,General Finance,Real Estate (small plots),Try Crypto ETFs,Avoid Emotion-Driven Decisions
36,1,No,No,no,3,69000,80 000,,,,10000.0,81000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.758241758,43.125,30/12/2024 12:37,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Cleark (Government),100000,160000,Consult a financial advisor,General Finance,Open High-Yield Savings Account,Explore Structured Products,Avoid High-Risk Derivatives
28,1,Yes,No,no,5,16500,35 000,,,,49000.0,144500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.085271318,7.857142857,30/12/2024 12:26,,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",contract construction worker,55000,210000,Consult a financial advisor,General Finance,Contribute to Retirement Fund,Balanced Mutual Funds,Avoid High-Risk Derivatives
44,1,No,No,no,3,48500,50 000,pension,,,46000.0,205500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.192842942,16.16666667,30/12/2024 12:59,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Chairman ((Government),130000,300000,Consult a financial advisor,General Finance,Invest in Gold Bonds,Use AI-based Portfolio Managers,Avoid Unregulated Investments
32,0,Yes,No,no,4,25000,"90,000",pension,,,57000.0,178000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.106382979,9.615384615,30/12/2024 12:37,,"Investments (fixed deposits, stocks etc), Salary",,110000,260000,Consult a financial advisor,General Finance,Invest in Index Funds,Use AI-based Portfolio Managers,Avoid Overexposure to One Sector
41,1,Yes,No,no,5,30500,"8,000",,,,80000.0,139500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.138952164,12.2,30/12/2024 12:23,,"Investments (fixed deposits, stocks etc), Salary",Varnisher,170000,250000,Consult a financial advisor,General Finance,Real Estate (small plots),Start Freelancing for Side Income,Don't Trust Unlicensed Advisors
47,1,Yes,No,no,3,228000,40000,,,,42000.0,150000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",1.1875,54.28571429,04/01/2025 23:39,,Salary,Vehicle Body Repairer,70000,420000,Consult a financial advisor,General Finance,Invest in Index Funds,Balanced Mutual Funds,Don't Invest on Borrowed Money
45,1,Yes,No,no,3,176000,"60,000",,,,54000.0,170000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.785714286,44.0,10/01/2025 19:40,,Salary,Finance Manager,75000,400000,Consult a financial advisor,General Finance,Open a Forex Account,Balanced Mutual Funds,Avoid High-Risk Derivatives
53,1,Yes,No,no,4,4000,70000,pension,,,20500.0,145500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.024096386,2.352941176,30/12/2024 12:44,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Technologist,170000,170000,Consult a financial advisor,General Finance,Use Budgeting Tools,Try Automated Saving Apps,Avoid Timing the Market
32,1,Yes,No,no,4,50500,65000,,,,68000.0,81500.0,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",0.337792642,25.25,10/01/2025 19:40,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Maintenance Engineer,130000,200000,Consult a financial advisor,General Finance,Buy ETFs,Explore Foreign Stocks,Avoid Undocumented Assets
22,0,Yes,No,no,2,7500,40000,,,,14000.0,148500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.046153846,4.411764706,04/01/2025 22:47,,Salary,Retired,150000,170000,Consult a financial advisor,General Finance,Open High-Yield Savings Account,Green Bonds,Avoid Overexposure to One Sector
55,1,Yes,No,no,4,4000,"8,000",,,,71000.0,185000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.015625,1.538461538,30/12/2024 13:03,,"Salary, Pension",Office manager,60000,260000,Consult a financial advisor,General Finance,Invest in Blue Chip Stocks,Start Robo-Advisory Investment,Don't Invest on Borrowed Money
44,1,Yes,No,no,3,28500,85000,pension,,,46000.0,145500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.148825065,12.95454545,,,"Salary, Commission, Investments",University Lecturer,110000,220000,Consult a financial advisor,General Finance,Invest in Blue Chip Stocks,Invest in Collectibles,Don't Chase Unrealistic Returns
27,1,Yes,No,no,2,1377500,"90,000",pension,,,120000.0,302500.0,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",3.26035503,76.52777778,30/12/2024 13:03,,"Salary, Freelancing",Draftsman,140000,1800000,Consult a financial advisor,General Finance,Consider Pension Schemes,Invest in Collectibles,Avoid Overlapping Insurance-Investments
31,1,Yes,No,no,3,230500,75000,,,,109000.0,335500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.51856018,34.14814815,29/12/2024 17:12,,"Investments (fixed deposits, stocks etc), Salary",mason,150000,675000,Consult a financial advisor,General Finance,Invest in REITs,Explore Foreign Stocks,Don't Ignore Inflation
59,1,No,No,no,4,41500,65000,,,,68000.0,210500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.149012567,12.96875,30/12/2024 12:48,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Car Salesman,170000,320000,Consult a financial advisor,General Finance,Open High-Yield Savings Account,Try Automated Saving Apps,Don't Trust Unlicensed Advisors
35,1,No,No,no,4,80500,85000,pension,,,48000.0,111500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.504702194,33.54166667,27/12/2024 20:57,,"Salary, Business profits",Workshop manager,130000,240000,Consult a financial advisor,General Finance,Invest in REITs,Peer-to-Peer Lending,Don't Chase Unrealistic Returns
31,1,Yes,No,no,2,8500,"90,000",,,,67000.0,134500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.042183623,4.047619048,30/12/2024 13:03,,Salary,Tyre Fitter,120000,210000,Consult a financial advisor,General Finance,Invest in Blue Chip Stocks,Try Crowdfunding Platforms,Avoid Non-Diversified Portfolios
54,1,Yes,No,no,5,9000,"75,000",,,,19500.0,141500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.055900621,5.294117647,30/12/2024 13:03,,Salary,Deputy Shop Manager,130000,170000,Consult a financial advisor,General Finance,Invest in Blue Chip Stocks,Invest in Collectibles,Avoid High Leverage
53,1,Yes,No,no,2,192500,170000,pension,,,40000.0,87500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",1.509803922,60.15625,10/01/2025 19:40,,"Investments (fixed deposits, stocks etc), Salary",lawyer,180000,320000,Consult a financial advisor,General Finance,Invest in REITs,Stock Options Learning,Avoid Crypto Without Research
58,1,Yes,No,no,3,48000,"90,000",pension,,,36000.0,106000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.338028169,25.26315789,30/12/2024 12:26,,"Freelancing, Brand endorsements",merchandiser,130000,190000,Consult a financial advisor,General Finance,Invest in Blue Chip Stocks,Participate in Micro Investing,Avoid Overexposure to One Sector
24,1,Yes,No,no,2,273000,"8,000",pension,,,165000.0,212000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.724137931,42.0,04/01/2025 22:30,,"Investments (fixed deposits, stocks etc), Salary",Stagehand,125000,650000,Consult a financial advisor,General Finance,Explore PPF/NSB Smart Saver,Start Robo-Advisory Investment,Avoid Frequent Trading
32,1,Yes,No,no,4,43000,40 000,pension,,,69000.0,148000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.198156682,16.53846154,30/12/2024 13:03,,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",Car Salesman,140000,260000,Consult a financial advisor,General Finance,Buy ETFs,Participate in Micro Investing,Avoid Undocumented Assets
54,1,No,yes,no,5,16000,30 000,,,,8000.0,56000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.25,20.0,13/12/2024 14:55,,Salary,mason,80000,80000,Consult a financial advisor,General Finance,Use Budgeting Tools,Dividend-paying Stocks,Avoid Emotion-Driven Decisions
48,1,Yes,No,no,4,11500,"20,000",pension,,,71000.0,107500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.06442577,6.052631579,30/12/2024 12:34,,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",Environment specialist,15000,190000,Consult a financial advisor,General Finance,Real Estate (small plots),Dividend-paying Stocks,Avoid Investing Without Emergency Fund
33,0,Yes,No,no,2,66500,75000,pension,,,60000.0,83500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.463414634,31.66666667,30/12/2024 12:23,,"Freelancing, Brand endorsements",,120000,210000,Consult a financial advisor,General Finance,Start Emergency Fund,Participate in Micro Investing,Avoid Undocumented Assets
57,1,Yes,Yes,no,3,500,80 000,pension,,,39000.0,90500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.003861004,0.384615385,30/12/2024 12:59,,"Investments (fixed deposits, stocks etc), Salary",General manager,130000,130000,Consult a financial advisor,General Finance,Open High-Yield Savings Account,Open Dollar Account,Don't Ignore Inflation
30,1,Yes,No,no,3,3500,"40,000",pension,,,62000.0,134500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.017811705,1.75,30/12/2024 12:37,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Deputy Shop Manager,75000,200000,Consult a financial advisor,General Finance,Start Emergency Fund,Participate in Micro Investing,Avoid Overlapping Insurance-Investments
54,1,Yes,No,no,2,216500,80 000,,,,59000.0,124500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",1.179836512,54.125,29/12/2024 17:00,,"Salary, Commission, Investments",Fashion Designer,130000,400000,Consult a financial advisor,General Finance,Open High-Yield Savings Account,Try Crowdfunding Platforms,Avoid Overexposure to One Sector
55,1,Yes,No,no,4,31500,50000,pension,,,24000.0,94500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.265822785,21.0,13/12/2024 14:43,,"Salary, Self owned unofficial business (car rentals, house rentals etc)",Senior project Manager,35000,150000,Consult a financial advisor,General Finance,Real Estate (small plots),Real Estate Trusts,Avoid Undocumented Assets
25,1,Yes,No,no,4,56500,25 000,,,,59000.0,264500.0,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",0.174652241,14.86842105,04/01/2025 22:30,,"Salary, Pension",Financial Advisor,150000,380000,Consult a financial advisor,General Finance,Use Budgeting Tools,Start ESG Investment,Avoid Investing Without Emergency Fund
43,1,Yes,No,no,4,27500,80000,,,,12000.0,90500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.268292683,21.15384615,30/12/2024 12:37,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Window Dresser,130000,130000,Consult a financial advisor,General Finance,Invest in Gold Bonds,Try Crowdfunding Platforms,Avoid Overlapping Insurance-Investments
45,1,No,No,no,4,58000,25000,,,,21000.0,171000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.302083333,23.2,30/12/2024 12:59,,"Salary, Self-owned business",Window Dresser,250000,250000,Consult a financial advisor,General Finance,Open a Forex Account,Peer-to-Peer Lending,Avoid Ignoring Tax Implications
42,1,Yes,No,no,2,71000,"25,000",,,,14000.0,65000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.898734177,47.33333333,04/01/2025 23:06,,"Salary, Freelancing",software engineer,125000,150000,Consult a financial advisor,General Finance,Invest in Blue Chip Stocks,Explore Structured Products,Avoid Overexposure to One Sector
50,1,No,No,no,4,776500,"50,000",,,,152000.0,371500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",1.483285578,59.73076923,30/12/2024 12:37,,"Salary, Investments, Commission",Stagehand,150000,1300000,Consult a financial advisor,General Finance,Invest in Blue Chip Stocks,Diversify with Islamic Finance,Avoid Non-Diversified Portfolios
46,1,Yes,No,no,4,23000,"20,000",,,,23500.0,123500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.156462585,13.52941176,30/12/2024 12:44,,"Investments (fixed deposits, stocks etc), Salary",Supervisor,70000,170000,Consult a financial advisor,General Finance,Use Budgeting Tools,Open Dollar Account,Avoid High Leverage
54,1,Yes,No,no,4,39000,"85,000",pension,,,34000.0,147000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.215469613,17.72727273,04/01/2025 22:30,,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",Technologist,140000,220000,Consult a financial advisor,General Finance,Contribute to Retirement Fund,Explore Foreign Stocks,Avoid Ponzi Schemes
43,1,Yes,No,no,4,23500,"90,000",pension,,,55000.0,151500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.113801453,10.2173913,30/12/2024 12:18,,Freelancing,Chairman ((Government),120000,230000,Consult a financial advisor,General Finance,Start SIP (Systematic Investment Plan),Green Bonds,Avoid Non-Diversified Portfolios
55,1,Yes,No,no,4,18000,"90,000",,,,42000.0,140000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.098901099,9.0,27/12/2024 20:57,,"Salary, Investments, Rental income",contract construction worker,110000,200000,Consult a financial advisor,General Finance,Open a Forex Account,Explore Structured Products,Avoid High Leverage
34,1,Yes,No,no,4,143000,"15,000",,,,48000.0,149000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.725888325,42.05882353,10/01/2025 20:20,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Secretary,180000,340000,Consult a financial advisor,General Finance,Explore PPF/NSB Smart Saver,Real Estate Trusts,Avoid Crypto Without Research
