Timestamp,Are you employed?,What is your job?,How many people are in your house?,What is your personal income?,What is your total household income?,What categories of income do you currently have?,If u said other please mention what it was,Do you have a vehicle/s?,Do you live alone and cover your own expenses?,"If you live alone, How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly","If you live alone, How much do you spend on basic needs monthly?",If you live with family How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly,If you live with family How much do you spend on basic needs monthly?,,Do you have any issues in handling your income and expenses? If so please mention. ,How much do you save monthly?,How much do you want to save monthly ( could be different from what you actually save),Age,savings_ratio,financial_priority,detailed_advice,,risk proxy return,Investment type
30/12/2024 12:59,1,Management assistant,5,150000,"150,000","Freelancing, Brand endorsements",,Yes,no,,"90,000","18,000",75000,,No,35000,"90,000",52,0.23333333333333334,General Finance,Consult a financial advisor,,54.53692694,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
,1,Tyre Fitter,2,500000,1300000,"Salary, Self-owned business",pension,Yes,no,,"90,000",18 000,140 000,,yes,15000,65 000,40,0.03,General Finance,Consult a financial advisor,,60.38354916,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
30/12/2024 12:59,1,lawyer,2,120000,180000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,"90,000",100000,85 000,,No,47000,75000,53,0.39166666666666666,General Finance,Consult a financial advisor,,60.59561163,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:44,1,Workshop manager,4,140000,150 000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,"90,000",10 000,85 000,,No,35000,500000,20,0.25,General Finance,Consult a financial advisor,,69.890272,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits"
30/12/2024 12:44,1,lawyer,2,140000,180000,"Salary, Commission, Investments",Freelance design work,Yes,no,,"90,000",10 000,"70,000",,No,40000,500000,35,0.2857142857142857,General Finance,Consult a financial advisor,,65.22833409,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:37,1,mason,3,150000,200 000,"Salary, Commission, Investments",pension,Yes,no,,"90,000",10 000,190000,,No,15000,70 000,36,0.1,General Finance,Consult a financial advisor,,62.604275,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
29/12/2024 17:12,0,none,3,15000,"220,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000",10 000,225000,,No,50000,"40,000",22,3.3333333333333335,General Finance,Consult a financial advisor,,74.75605911,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
27/12/2024 20:51,1,merchandiser,3,140000,"280,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,"10,000",75000,,No,30000,85000,36,0.21428571428571427,General Finance,Consult a financial advisor,,59.4333429,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
10/01/2025 19:40,1,Warehouse Manager,4,200000,210000,"Freelancing, Brand endorsements",pension,Yes,no,,"90,000","40,000","140,000",,No,400000,"25,000",40,2,General Finance,Consult a financial advisor,,61.98931974,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
29/12/2024 17:15,1,Junior Sales Representative,2,160000,200000,Salary,,Yes,no,,"90,000",10 000,225000,,No,50000,25000,57,0.3125,General Finance,Consult a financial advisor,,62.48801635,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:34,1,Draftsman,4,70000,"70,000","Investments (fixed deposits, stocks etc), Salary",,Yes,no,,"90,000",10 000,190000,,No,5000,"60,000",57,0.071428571,General Finance,Consult a financial advisor,,58.30388401,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
10/01/2025 19:40,1,trainee merchandiser,2,160000,"160,000","Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,"90,000",100000,85000,,No,5000,15 000,21,0.03125,General Finance,Consult a financial advisor,,41.19439478,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits"
30/12/2024 12:34,1,Senior Civil Engineer,4,150000,240000,"Salary, Self-owned business",pension,Yes,no,,"90,000",18000,170000,,No,70000,"90,000",58,0.4666666666666667,General Finance,Consult a financial advisor,,61.36397646,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:18,1,Lighting Technician,3,150000,400000,"Salary, Investments, Rental income",Vehicle bonuses,Yes,no,,"90,000","10,000",250000,,No,47000,20 000,22,0.31333333333333335,General Finance,Consult a financial advisor,,69.67895351,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 22:47,1,University Lecturer,5,170000,280000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,18 000,"120,000",,No,40000,15 000,34,0.23529411764705882,General Finance,Consult a financial advisor,,64.79583334,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:59,1,Secretary,3,250000,180 000,Freelancing,,Yes,no,,"90,000",10000,130 000,,No,60000,200 000,32,0.24,General Finance,Consult a financial advisor,,62.55544676,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
04/01/2025 22:47,1,assistant ,2,300000,"300,000","Salary, Investments, Rental income",pension,Yes,no,,"90,000","18,000",80 000,,No,50000,280 000,46,0.16666666666666666,General Finance,Consult a financial advisor,,64.13784966,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 22:30,1,Store keeper,3,160000,280000,"Salary, Commission, Investments",pension,Yes,no,,"90,000",14000,75 000,,No,150000,"60,000",52,0.9375,General Finance,Consult a financial advisor,,65.23842497,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
10/01/2025 19:40,1,Senior Civil Engineer,2,60000,450000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,,14000,"150,000",,No,55000,20 000,47,0.9166666666666666,General Finance,Consult a financial advisor,,66.29607936,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 13:03,1,Deputy General Manager (Construction),4,80000,190000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000",20 000,"140,000",,No,400000,60000,26,5,General Finance,Consult a financial advisor,,77.67667995,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:34,1,Doctor,4,150000,520000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000",15 000,190000,,No,55000,75000,49,0.36666666666666664,General Finance,Consult a financial advisor,,63.47460022,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:34,1,Senior Civil Engineer,1,125000,125000,"Investments (fixed deposits, stocks etc), Salary",pension,No,yes,39000,"90,000","35,000",90 000,,No,50000,"70,000",59,0.4,General Finance,Consult a financial advisor,,63.05778957,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
27/12/2024 20:51,1,Electrical Engineering Tech,3,180000,350 000,"Freelancing, Brand endorsements",pension,Yes,no,,"90,000",10 000,"160,000",,No,80000,"90,000",59,0.4444444444444444,General Finance,Consult a financial advisor,,60.98956568,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 22:47,1,Varnisher,2,180000,170 000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000",50 000,160000,,No,45000,50 000,37,0.25,General Finance,Consult a financial advisor,,62.56315171,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
29/12/2024 17:00,0,none,4,180000,50 000,"Salary, Investments, Freelancing",pension,Yes,no,,"90,000",10 000,240000,,No,500000,"70,000",49,2.7777777777777777,General Finance,Consult a financial advisor,,70.93286058,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:37,1,Environment specialist,3,1500000,1500000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,"90,000","10,000",180000,,No,50000,"30,000",29,0.033333333,General Finance,Consult a financial advisor,,65.1139004,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits"
04/01/2025 22:47,1,IT Manager,4,110000,230000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,"90,000",10 000,"90,000",,No,35000,60000,37,0.3181818181818182,General Finance,Consult a financial advisor,,65.44060472,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:44,1,Management assistant,3,150000,150000,"Freelancing, Brand endorsements",,Yes,no,,"90,000",12 000,140000,,No,5000,"40,000",30,0.033333333,General Finance,Consult a financial advisor,,57.43927493,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
27/12/2024 20:57,1,Housewife,2,140000,200 000,"Freelancing, Brand endorsements",pension,Yes,no,,"90,000",110000,190000,,No,60000,"25,000",32,0.42857142857142855,General Finance,Consult a financial advisor,,52.27591113,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
13/12/2024 14:55,1,Store keeper,5,130000,160000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000",25000,"150,000",,No,60000,30 000,51,0.46153846153846156,General Finance,Consult a financial advisor,,57.69682874,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:23,0,,4,140000,"220,000","Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,"90,000",10000,140000,,No,65000,"90,000",21,0.4642857142857143,General Finance,Consult a financial advisor,,70.02893377,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
29/12/2024 17:00,1,Supervisor,4,160000,430000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,"90,000",10 000,150 000,,No,60000,250000,45,0.375,General Finance,Consult a financial advisor,,65.944461,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
10/01/2025 19:40,1,Environment specialist,3,120000,"250,000","Salary, Investments, Rental income",pension,Yes,no,,"90,000","30,000",180 000,,No,55000,"90,000",44,0.4583333333333333,General Finance,Consult a financial advisor,,66.39880716,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:30,1,contract construction worker,2,1500000,170 000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,"90,000",10 000,"130,000",,No,40000,30000,33,0.026666667,General Finance,Consult a financial advisor,,60.7542874,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
30/12/2024 12:34,0,,4,1500000,"1,500,000","Salary, Pension",pension,Yes,no,,"90,000",10 000,150 000,,No,25000,50 000,50,0.016666666666666666,General Finance,Consult a financial advisor,,56.76281828,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
29/12/2024 17:00,1,Insurance Manager,4,75000,170 000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,"90,000",10000,"90,000",,No,50000,20 000,50,0.6666666666666666,General Finance,Consult a financial advisor,,62.09417198,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:34,1,Sales Manager,4,160000,140 000,"Investments (fixed deposits, stocks etc), Salary",Event betting cuts,Yes,no,,,50 000,90 000,,No,40000,280 000,39,0.25,General Finance,Consult a financial advisor,,64.92937555,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
04/01/2025 23:06,1,Lawer,4,600000,600000,"Salary, Investments, Self-owned business",pension,Yes,no,,"90,000",16000,"90,000",,No,55000,65 000,48,0.091666667,General Finance,Consult a financial advisor,,59.45631312,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
27/12/2024 20:51,1,Receptionist,4,55000,160000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,"90,000",10 000,150000,,No,120000,90 000,26,2.1818181818181817,General Finance,Consult a financial advisor,,75.54422653,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
27/12/2024 20:51,1,lawyer,2,150000,150000,"Salary, Pension",,Yes,no,,"90,000",10 000,"90,000",,No,30000,400000,30,0.2,General Finance,Consult a financial advisor,,64.34892363,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
04/01/2025 22:47,1,Technical officer,2,600000,600000,Salary,,No,no,,"90,000",10 000,160000,,No,40000,"40,000",39,0.066666667,General Finance,Consult a financial advisor,,62.29382039,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
30/12/2024 12:18,0,,2,160000,430000,"Salary, Investments, Self-owned business",,Yes,no,,"90,000",15 000,150000,,No,500000,70000,26,3.125,General Finance,Consult a financial advisor,,76.25263168,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 22:30,1,Forman (Government),4,150000,170 000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,"90,000",16000,"150,000",,No,45000,500000,57,0.3,General Finance,Consult a financial advisor,,60.23616544,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:26,0,,2,140000,160000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,"90,000",10 000,150000,,No,47000,"90,000",36,0.3357142857142857,General Finance,Consult a financial advisor,,65.63661897,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:37,1,Finance Manager,4,170000,170000,"Salary, Investments, Self-owned business",,Yes,no,,"90,000",10 000,110 000,,yes,40000,200000,25,0.23529411764705882,General Finance,Consult a financial advisor,,69.79583334,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 22:47,1,Sales representative,5,150000,"280,000","Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,"15,000","130,000",,Yes,50000,80 000,54,0.3333333333333333,General Finance,Consult a financial advisor,,60.32700561,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
29/12/2024 17:00,0,,2,100000,250 000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,No,no,,"90,000",100000,180000,,No,5000,40000,32,0.05,General Finance,Consult a financial advisor,,49.48321074,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
30/12/2024 12:59,1,Design Engineer,3,600000,600000,"Salary, Commission, Investments",,No,no,,"90,000",18 000,85000,,No,100000,"85,000",49,0.16666666666666666,General Finance,Consult a financial advisor,,64.35987973,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
10/01/2025 19:40,1,Vehicle Body Repairer,2,150000,230000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000",10 000,,,No,5000,75000,40,0.033333333,General Finance,Consult a financial advisor,,59.83927493,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
10/01/2025 19:40,1,Stock Broker,3,180000,675000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,"90,000",10 000,180000,,No,55000,80 000,49,0.3055555555555556,General Finance,Consult a financial advisor,,65.46064284,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 22:47,1,Sales executive,2,40000,"40,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,40 000,40000,"80,000",,Difficulty in saving,35000,"70,000",30,0.875,General Finance,Consult a financial advisor,,55.62197195,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:30,0,,4,130000,150000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,"90,000",22000,225000,,No,5000,500000,47,0.038461538461538464,General Finance,Consult a financial advisor,,58.1442611,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
05/01/2025 00:09,1,Quantity surveyor,2,170000,210000,"Salary, Freelancing",pension,Yes,no,,"90,000",25000,130 000,,No,47000,90 000,53,0.27647058823529413,General Finance,Consult a financial advisor,,62.19753623,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:59,0,,2,130000,210000,"Salary, Investments, Rental income",,Yes,no,,"90,000",40000,90 000,,No,60000,20 000,30,0.46153846153846156,General Finance,Consult a financial advisor,,66.43016208,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
,1,Model,2,75000,"140,000","Freelancing, Brand endorsements",,Yes,no,,,"20,000","90,000",,No,25000,"40,000",49,0.3333333333333333,General Finance,Consult a financial advisor,,58.61953641,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:34,1,contract construction worker,4,150000,230000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,"90,000",30 000,200000,,No,35000,"75,000",30,0.23333333333333334,General Finance,Consult a financial advisor,,64.73692694,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
05/01/2025 00:18,1,Store keeper,3,160000,650000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,40 000,10000,180000,,No,30000,70000,35,0.1875,General Finance,Consult a financial advisor,,63.09805592,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
30/12/2024 12:59,1,Stock Broker,2,130000,190000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,"90,000",15000,150000,,No,35000,"85,000",37,0.2692307692307692,General Finance,Consult a financial advisor,,60.6569876,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
